65239558	65239928	64684722	1
65239558	65239928	64684722	1
65239558	65239928	64684722	1
4680329	4680770	5248301	1
4680329	4680770	5248301	1
4680097	4680324	5248301	1
4680097	4680324	5248301	1
172228866	172229612	172756506	1
172228866	172229612	172756506	1
172228866	172229612	172756506	1
172228866	172229612	172756506	1
172229613	172230375	172756506	1
172229613	172230375	172756506	1
172229613	172230375	172756506	1
172229613	172230375	172756506	1
65261347	65261672	64684722	1
65261347	65261672	64684722	1
65261347	65261672	64684722	1
65247166	65247242	64684722	1
65247166	65247242	64684722	1
65247166	65247242	64684722	1
65246782	65247147	64684722	1
65246782	65247147	64684722	1
65246782	65247147	64684722	1
65186107	65186779	64684722	1
65186107	65186779	64684722	1
65186107	65186779	64684722	1
65185690	65185956	64684722	1
65185690	65185956	64684722	1
65185690	65185956	64684722	1
3058285	3058910	2451499	0
3058285	3058910	2451499	0
3058285	3058910	2451499	0
3058285	3058910	2451499	0
3058285	3058910	2451499	0
3058285	3058910	2451499	0
3058285	3058910	2451499	0
3058285	3058910	2451499	0
3058285	3058910	3687775	0
3058285	3058910	3687775	0
3058285	3058910	3687775	0
3058285	3058910	3687775	0
3058285	3058910	3687775	0
3058285	3058910	3687775	0
3058285	3058910	2489778	0
3058285	3058910	2489778	0
3058285	3058910	2489778	0
3058285	3058910	2489778	0
3058285	3058910	2489778	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
3058285	3058910	3644046	0
43417476	43418140	44065958	0
43417476	43418140	44065958	0
43417476	43418140	44065958	0
43417476	43418140	44065958	0
43417476	43418140	44065958	0
1786801	1787314	1116952	0
1786801	1787314	1116952	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
1786801	1787314	1202750	0
8676607	8677336	8039786	0
8676607	8677336	8039786	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68609399	0
69225042	69225190	68671303	0
69225042	69225190	68671303	0
69225042	69225190	68671303	0
69225042	69225190	68671303	0
69225042	69225190	68671303	0
69225042	69225190	68671303	0
69225042	69225190	68671303	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68609399	0
69224626	69225026	68671303	0
69224626	69225026	68671303	0
69224626	69225026	68671303	0
69224626	69225026	68671303	0
69224626	69225026	68671303	0
69224626	69225026	68671303	0
69224626	69225026	68671303	0
79450988	79451860	78779432	0
79450988	79451860	80009650	0
79450988	79451860	80009650	0
79450988	79451860	80009650	0
79450988	79451860	80009650	0
79450988	79451860	80009650	0
76252775	76253021	75724641	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	15663289	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16215430	16216171	16761721	0
16301725	16301955	16875402	0
16301725	16301955	16875402	0
16301725	16301955	16875402	0
16301725	16301955	16875402	0
16301725	16301955	16875402	0
16301725	16301955	16875402	0
16301725	16301955	15721056	0
16301957	16302320	16875402	0
16301957	16302320	16875402	0
16301957	16302320	16875402	0
16301957	16302320	16875402	0
16301957	16302320	16875402	0
16301957	16302320	16875402	0
16301957	16302320	15721056	0
26478682	26479047	25874471	0
26478682	26479047	25874471	0
26478682	26479047	25874471	0
26478682	26479047	25874471	0
26478682	26479047	25874471	0
26478682	26479047	25874471	0
26478682	26479047	25874471	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
26478682	26479047	25832287	0
119168508	119168862	119806114	0
119168508	119168862	119806114	0
119168508	119168862	119806114	0
119170701	119171804	119806114	0
119170701	119171804	119806114	0
119170701	119171804	119806114	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
110517190	110517918	109915349	0
26311026	26311459	26924771	0
26311026	26311459	26924771	0
26311026	26311459	26924771	0
26311026	26311459	26924771	0
26311026	26311459	25726790	0
26311026	26311459	26924333	0
26311026	26311459	26924333	0
26311026	26311459	26924333	0
26311026	26311459	26924333	0
26311026	26311459	26924333	0
26311460	26311646	26924771	0
26311460	26311646	26924771	0
26311460	26311646	26924771	0
26311460	26311646	26924771	0
26311460	26311646	25726790	0
26311460	26311646	26924333	0
26311460	26311646	26924333	0
26311460	26311646	26924333	0
26311460	26311646	26924333	0
26311460	26311646	26924333	0
117046988	117047491	117602112	0
117046988	117047491	117602112	0
117046622	117046949	117602112	0
117046622	117046949	117602112	0
117045296	117046109	117602112	0
117045296	117046109	117602112	0
77355855	77355969	78128868	0
77355855	77355969	78128868	0
77355855	77355969	78128868	0
77355855	77355969	78128868	0
77355855	77355969	78128868	0
77355855	77355969	78128868	0
77355664	77355853	78128868	0
77355664	77355853	78128868	0
77355664	77355853	78128868	0
77355664	77355853	78128868	0
77355664	77355853	78128868	0
77355664	77355853	78128868	0
47388164	47388786	48036425	0
47388164	47388786	48036425	0
47388164	47388786	48036425	0
65239558	65239928	64612041	0
65239558	65239928	64612041	0
65239558	65239928	64612041	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	65769637	0
65239558	65239928	64660921	0
65239558	65239928	64660921	0
65239558	65239928	65793988	0
65239558	65239928	64703360	0
65239558	65239928	64703360	0
65239558	65239928	64703360	0
65239558	65239928	65816651	0
65239558	65239928	65816651	0
37788362	37788687	38303323	0
37788362	37788687	38303323	0
37788362	37788687	38303323	0
37788362	37788687	38303323	0
37788362	37788687	38303323	0
37788362	37788687	38303323	0
37788362	37788687	38303323	0
37788362	37788687	37193615	0
37788362	37788687	37193615	0
37788804	37789159	38303323	0
37788804	37789159	38303323	0
