3058285	3058910	3065370	1 
150949554	150950148	150947479	1 
72147289	72147417	72124503	1 
119168508	119168862	119134978	1 
119170701	119171804	119134978	1 
110517190	110517918	110505500	1 
84684163	84684812	84937353	1 
65239558	65239928	64684722	1 
37788362	37788687	37899342	1 
37788804	37789159	37899342	1 
37789493	37789736	37899342	1 
4680329	4680770	5248301	1 
4680097	4680324	5248301	1 
101249030	101249832	101232085	1 
85894791	85895121	85780139	1 
55367622	55368548	55277734	1 
56532308	56533060	56502465	1 
48641262	48641686	48644981	1 
88090329	88091324	88070955	1 
42358919	42359348	42402238	1 
42365627	42366277	42402238	1 
142506177	142507251	142560513	1 
72147436	72147892	72124503	1 
103636452	103636953	103629963	1 
103636452	103636953	103629963	1 
103636452	103636953	103629963	1 
103636965	103637496	103629963	1 
103636965	103637496	103629963	1 
103636965	103637496	103629963	1 
47521410	47522105	47510003	1 
47521410	47522105	47510003	1 
36996207	36996669	36986548	1 
36996207	36996669	36986548	1 
36996207	36996669	36986548	1 
76606078	76606652	76603810	1 
88154752	88155019	88070955	1 
33741095	33741650	33592754	1 
62101505	62102137	62097994	1 
62101505	62102137	62097994	1 
62102304	62103633	62097994	1 
62102304	62103633	62097994	1 
64240345	64241176	64684722	1 
39748884	39749215	39421536	1 
151568812	151569555	152009511	1 
33958356	33959533	33913836	1 
33963084	33963715	33913836	1 
26297228	26297630	26056699	1 
85859163	85859882	85780139	1 
25958865	25959321	26235216	1 
39368273	39369399	38978636	1 
81054573	81054991	81047072	1 
72871548	72871864	72869156	1 
195908710	195909324	195938308	1 
195908710	195909324	195938308	1 
172228866	172229612	172756506	1 
172229613	172230375	172756506	1 
3848019	3848652	3827473	1 
3845580	3846551	3827473	1 
154835069	154835370	154831793	1 
171188547	171189225	171178197	1 
171188547	171189225	171178197	1 
171188547	171189225	171178197	1 
171188547	171189225	171178197	1 
72529341	72529573	72523965	1 
125422700	125423303	125366206	1 
125423943	125424234	125366206	1 
125402569	125403152	125366206	1 
45944246	45944905	45933240	1 
4869977	4870564	4867780	1 
65261347	65261672	64684722	1 
45954860	45955499	45933240	1 
56595758	56597318	56458379	1 
56595758	56597318	56502465	1 
56599975	56600543	56502465	1 
39948847	39950011	39942964	1 
73887906	73888168	73937249	1 
73887906	73888168	73937249	1 
73887906	73888168	73937249	1 
91734362	91734851	91720224	1 
91734362	91734851	91720224	1 
27028452	27029220	26986089	1 
27028452	27029220	26986089	1 
27028452	27029220	26986089	1 
142536174	142536992	142560513	1 
92797420	92798239	92539673	1 
92798363	92799266	92539673	1 
65670670	65670924	65667997	1 
10242335	10242876	10459032	1 
85885066	85885791	85780139	1 
85887018	85888030	85780139	1 
89530221	89530520	89438857	1 
89530526	89530752	89438857	1 
27192276	27192686	27230089	1 
27192276	27192686	27230089	1 
27192736	27193264	27230089	1 
27192736	27193264	27230089	1 
34392901	34393481	33913836	1 
2059253	2059569	2051243	1 
2059253	2059569	2051243	1 
2059253	2059569	1592760	1 
2060583	2062201	2051243	1 
2060583	2062201	2051243	1 
2059641	2060267	2051243	1 
2059641	2060267	2051243	1 
2059641	2060267	1592760	1 
33954288	33954697	33913836	1 
85854494	85855071	85780139	1 
85845616	85846389	85780139	1 
65247166	65247242	64684722	1 
65246782	65247147	64684722	1 
123659369	123659877	123639606	1 
39377277	39377842	39347604	1 
39377277	39377842	38978636	1 
17509581	17510322	17516457	1 
81064138	81065028	80994477	1 
125628497	125628805	125623282	1 
125627863	125628361	125623282	1 
182307153	182307610	182361341	1 
182307153	182307610	182361341	1 
182308046	182308569	182361341	1 
182308046	182308569	182361341	1 
68278339	68278722	68255912	1 
68278339	68278722	68255912	1 
142502353	142502889	142560513	1 
31885833	31886410	31743376	1 
2269062	2269535	1857974	1 
71140500	71141117	71513491	1 
71140500	71141117	71513491	1 
71140500	71141117	71513491	1 
71140500	71141117	71513491	1 
71140500	71141117	71513491	1 
71140500	71141117	71513491	1 
55143060	55143580	55057497	1 
59960980	59961616	59578345	1 
68579596	68580459	68547183	1 
61739160	61739686	61735132	1 
3852227	3852916	3827473	1 
91731087	91731310	91720224	1 
91731087	91731310	91720224	1 
220526729	220527180	220407819	1 
39749226	39749423	39421536	1 
39749465	39749691	39421536	1 
65186107	65186779	64684722	1 
65185690	65185956	64684722	1 
38870751	38871393	38830178	1 
38870751	38871393	38830178	1 
44289323	44289730	44285409	1 
71141443	71141918	71513491	1 
71141443	71141918	71513491	1 
71141443	71141918	71513491	1 
71141443	71141918	71513491	1 
71141443	71141918	71513491	1 
71141443	71141918	71513491	1 
33966161	33966797	33913836	1 
81050486	81050841	81047072	1 
26336508	26337446	26056699	1 
9917332	9917983	9913497	1 
9917332	9917983	9913497	1 
18411894	18412273	18549111	1 
47747231	47747828	47736023	1 
47747231	47747828	47736023	1 
47747231	47747828	47736023	1 
43320870	43321358	43313614	1 
72530241	72530525	72523965	1 
72529796	72530116	72523965	1 
3058285	3058910	2451499	0 
3058285	3058910	2451499	0 
3058285	3058910	3687775	0 
3058285	3058910	3687775	0 
3058285	3058910	2489778	0 
3058285	3058910	3644046	0 
3058285	3058910	3644046	0 
3058285	3058910	3644046	0 
92634102	92634692	92219708	0 
92634102	92634692	93204042	0 
92634102	92634692	93204042	0 
92634102	92634692	93204042	0 
92634102	92634692	92747336	0 
92634102	92634692	92157845	0 
53815157	53816076	53800225	0 
43417476	43418140	42991401	0 
43417476	43418140	43903461	0 
43417476	43418140	43903461	0 
43417476	43418140	44065958	0 
43417476	43418140	43266682	0 
43417476	43418140	43823185	0 
43417476	43418140	43823185	0 
102487940	102488734	102348022	0 
102487940	102488734	102319168	0 
102487940	102488734	102774417	0 
102487940	102488734	102565883	0 
102487940	102488734	102983552	0 
102487940	102488734	102941746	0 
102487940	102488734	102941746	0 
150949554	150950148	151254405	0 
150949554	150950148	151300191	0 
150949554	150950148	150738433	0 
150949554	150950148	151319769	0 
150949554	150950148	151319769	0 
150949554	150950148	151162689	0 
150949554	150950148	150693364	0 
150949554	150950148	151431941	0 
150949554	150950148	151032125	0 
150949554	150950148	151032125	0 
150949554	150950148	150849244	0 
150949554	150950148	151138424	0 
1786801	1787314	2243891	0 
1786801	1787314	1857974	0 
1786801	1787314	1116952	0 
1786801	1787314	1202750	0 
8676607	8677336	8039786	0 
8676607	8677336	8821993	0 
8676607	8677336	8723922	0 
8676607	8677336	8468549	0 
69225042	69225190	68609399	0 
69225042	69225190	69590171	0 
69225042	69225190	68748455	0 
69225042	69225190	68780850	0 
69225042	69225190	68671303	0 
69224626	69225026	68609399	0 
69224626	69225026	69590171	0 
69224626	69225026	68748455	0 
69224626	69225026	68780850	0 
69224626	69225026	68671303	0 
64292284	64292897	64412972	0 
64292284	64292897	63822661	0 
79450988	79451860	79792926	0 
79450988	79451860	79304474	0 
79450988	79451860	79212891	0 
79450988	79451860	79533661	0 
79450988	79451860	79105748	0 
79450988	79451860	78779432	0 
79450988	79451860	79283048	0 
79450988	79451860	79359160	0 
79450988	79451860	79519429	0 
79450988	79451860	80009650	0 
79450988	79451860	79623607	0 
79450988	79451860	79905109	0 
79450988	79451860	79849462	0 
79450988	79451860	79849462	0 
79450988	79451860	79829282	0 
79450988	79451860	79650954	0 
79450988	79451860	79895204	0 
76252775	76253021	76573476	0 
76252775	76253021	76573476	0 
76252775	76253021	76274573	0 
76252775	76253021	75724641	0 
76252775	76253021	76628139	0 
76252775	76253021	76107880	0 
16215430	16216171	15663289	0 
16215430	16216171	16761721	0 
125405614	125406188	125052010	0 
125405614	125406188	125473667	0 
16301725	16301955	16097953	0 
16301725	16301955	15903006	0 
16301725	16301955	16342300	0 
16301725	16301955	16557167	0 
16301725	16301955	16875402	0 
16301725	16301955	15721056	0 
16301725	16301955	16736147	0 
16301957	16302320	16097953	0 
16301957	16302320	15903006	0 
16301957	16302320	16342300	0 
16301957	16302320	16557167	0 
16301957	16302320	16875402	0 
16301957	16302320	15721056	0 
16301957	16302320	16736147	0 
26478682	26479047	25874471	0 
26478682	26479047	26199521	0 
26478682	26479047	26235216	0 
26478682	26479047	26189304	0 
26478682	26479047	26659980	0 
26478682	26479047	26250835	0 
26478682	26479047	25832287	0 
26478682	26479047	25832287	0 
26478682	26479047	26033796	0 
26478682	26479047	26924771	0 
26478682	26479047	26108364	0 
26478682	26479047	26018040	0 
26478682	26479047	26027480	0 
26478682	26479047	26056699	0 
26478682	26479047	26271612	0 
26478682	26479047	26032288	0 
26478682	26479047	26216872	0 
26478682	26479047	26043885	0 
26478682	26479047	26924333	0 
84551176	84551705	84256306	0 
84551176	84551705	84256306	0 
84551176	84551705	84256306	0 
84551176	84551705	84256306	0 
84551176	84551705	84256306	0 
84551176	84551705	84206067	0 
84551176	84551705	84206067	0 
72147289	72147417	71815100	0 
72147289	72147417	71959251	0 
